ipc-title-link-wrapper href,ipc-title__text,ipc-html-content-inner-div,ipc-voting__label__count,ipc-voting__label__count 2,names,ipc-link href,ipc-inline-list__item,ipc-rating-star--rating,ipc-rating-star--maxRating,ipc-btn__text
https://www.imdb.com/review/rw8124100/?ref_=tturv_perm_11,A movie that does what many don't,,234,158,BandSAboutMovies,https://www.imdb.com/user/ur69172350/?ref_=tturv_usr_11_t,7-May-22,7,/10,Spoiler
https://www.imdb.com/review/rw8121258/?ref_=tturv_perm_12,Prepare to be ensorcelled...,"Initially then ""Doctor Strange in the Multiverse of Madness"" was not a movie that I was planning to spend a cinema ticket admission on, but I ended up doing so any way, as I went to watch the movie with my family. And while I am not overly keen on superhero movies, then Marvel does tend to pump out entertaining movies, so I figured why not.Regardless, then I would have ended up watching ""Doctor Strange in the Multiverse of Madness"" any how, be it on streaming service down the road or in the cinema I suppose. And let me just be the first to say that writer Michael Waldron's 2022 take on the ""Dr. Strange"" character and storyline made it worth sitting down in the cinema to watch. The storyline told here was really good, in fact, it was actually the most enjoyable of all Marvel's movies so far for me. So thumbs up to writer Michael Waldron and director Sam Raimi for that accomplishment.I really enjoyed the storyline told in ""Doctor Strange in the Multiverse of Madness"", as it was more than just another run-of-the-mill superhero movie where it is the main superhero against one or more villains. Sure, that element was also present here, but the storyline told here offered so much more than just that, in terms of character development, subplots and world building. And the whole thing with the Scarlett Witch was just spot on, I really loved that aspect of the storyline.What worked so well here for me was a combination of the storyline, the acting performances, the visual effects and also the fact that ""Doctor Strange in the Multiverse of Madness"" was so surreal and had some horror elements involved as well.The cast ensemble in the movie was great. Benedict Cumberbatch definitely is so well-cast for the role of Dr. Stephen Strange. But Elizabeth Olson, in the role of Wanda Maximoff/Scarlett Witch, was just phenomenal, and she gave some much to the movie. Benedict Wong, in the role of Wong, also delivered a great performance for an interesting character. And I was just thrilled to see Bruce Campbell in small cameo role here in the movie, well two actually. I wasn't at all familiar with Xochitl Gomez, playing America Chavez, but she definitely spruced up the movie quite well with her energy and performance.Visually then I was just blown backwards and bedazzled. The visual department worked great magic in ""Doctor Strange in the Multiverse of Madness"", and it was just pure eye-candy to witness all the special effects on the screen. And trust me, the visual effects here need to be enjoyed on the big screen, as does the audio effects.I was more than genuinely entertained by ""Doctor Strange in the Multiverse of Madness"" from director Sam Raimi, and I was pleasantly surprised with how appealing the movie turned out to be, despite of it being a superhero movie. For me, then ""Doctor Strange in the Multiverse of Madness"" is definitely the best of Marvel movies out there so far.My rating of ""Doctor Strange in the Multiverse of Madness"" lands on a well-deserved eight out of ten stars.",120,114,paul_haakonsen,https://www.imdb.com/user/ur22654354/?ref_=tturv_usr_12_t,6-May-22,8,/10,
https://www.imdb.com/review/rw8156855/?ref_=tturv_perm_13,"""This time, it's going to take more than killing me to kill me.""",,7,6,classicsoncall,https://www.imdb.com/user/ur2707735/?ref_=tturv_usr_13_t,19-May-22,7,/10,Spoiler
https://www.imdb.com/review/rw8163717/?ref_=tturv_perm_14,Doctor Strange in the Multiverse of Madness,,4,6,jboothmillard,https://www.imdb.com/user/ur4248714/?ref_=tturv_usr_14_t,21-May-22,7,/10,Spoiler
https://www.imdb.com/review/rw8300705/?ref_=tturv_perm_15,How well do you know your MCU?,"Doctor Strange protects America Chavez (Xochitl Gomez), a teenager with the ability to travel through the multiverse, who is being hunted by The Scarlet Witch.A Masters degree in Marvelology is required to fully understand Doctor Strange in the Multiverse of Madness. Modules that need to have been successfully completed include the entire Avengers series, the Spiderman movies, the previous Doctor Strange film, and all episodes of WandaVision, with some knowledge of most other Marvel movies being advantageous. I clearly haven't been putting in the hours, 'cos a lot of this movie went way over my head.Still, it sure looks great, with plenty of impressive, surreal special effects sequences, Evil Dead director Sam Raimi delivering mind-bending alternate realities and more than a smidge of the macabre (Sam's love of horror is evident throughout); I just wish I knew what was happening more of the time. Talk of the Darkhold, the Vishanti, and the Illuminati, plus a battle using musical notes, all left me scratching my head in confusion. I think I must be getting a little too long in the tooth for modern superhero films: I left this one with a headache and no particular desire to see the next movie.5/10. The best part is when Doctor Strange and America crash through several parallel universes, including one where everything is made of paint -- it's totally bonkers. Shame the rest of the film wasn't as satisfying as those fleeting glimpses of alternate worlds.",11,6,BA_Harrison,https://www.imdb.com/user/ur0945066/?ref_=tturv_usr_15_t,4-Jul-22,5,/10,
https://www.imdb.com/review/rw9725219/?ref_=tturv_perm_16,Doctor Strange in the Multiverse of Madness(,"Not very good.There we go, there's my review of this film.I am so bored of Marvel films by this stage. They are all the same, it's all white noise now.They look like they are made quickly and with no real love put into them. Lots of big name stars just pop up in them for a big pay check, and it's easy work I imagine - just stand by a green screen and look afraid of some pretend beast running at you.My hope is that one day people will get bored of this type of film too and we can have some variety. Surely they can't still be enjoying this dross time and time again.With the way Disney and Marvel are churning these out though I might have to wait a while.",4,1,studioAT,https://www.imdb.com/user/ur23359813/?ref_=tturv_usr_16_t,8-Apr-24,2,/10,
https://www.imdb.com/review/rw8490084/?ref_=tturv_perm_17,"Watched it, punched my ticket, got the T-shirt.","I like movies. I really like action movies. I think that Dr Strange and most of the other Marvel characters are fun. I watch them with a very clear head that this is only entertainment, examined closely it is all foolishness. But fun foolishness if you give it a chance.I like almost all the actor picks for the characters here, although John Krasinski just looks more like a school principal or an insurance agent. There is a core story, Wanda wants real children and her method involves the ability to easily travel among the many multiverses. If she has to destroy other superheros to do it then so what, she is on a mission.The movie has some fantastic visuals, including the opening sequence. There is also a very nice surround sound track. In one scene where a heavy firewall closes behind escaping characters the low bass actually shook the couch I was sitting on. So yes, I found the whole movie entertaining, however on a surface level, I don't have any interest in getting deeply immersed into the characters and their stories.At home on DVD from my public library, my wife skipped, not her kind of movie.",0,1,TxMike,https://www.imdb.com/user/ur0438066/?ref_=tturv_usr_17_t,26-Aug-22,,,
https://www.imdb.com/review/rw8114654/?ref_=tturv_perm_18,Fantastic visuals and captivating story,"This film really has fantastic visual effects. The story is very good too, because it has got touching elements of family and love. The story also contains many surprises, and a few laughs too. I enjoyed this captivating journey right from the beginning to the end.",162,146,Gordon-11,https://www.imdb.com/user/ur0035842/?ref_=tturv_usr_18_t,4-May-22,,,
https://www.imdb.com/review/rw8541222/?ref_=tturv_perm_19,Dared It To Entertain Me,"I had heard grumblings about ""Doctor Strange in the Multiverse of Madness,"" so I was on-guard. To be honest, I haven't been all that pleased with the last few Marvel productions. So, with very little expectations I went into the movie daring it to entertain me.I was entertained. And so were the fanboys and girls in the theater. I, too, have a soft spot for Marvel, but I certainly can contain my glee when an old character is brought back on screen.'Doctor Strange 2"" was fine. The multiverse was something that had already been established, and we even knew from ""Spider-Man: Into the Spider-Verse"" that different universes could be a lot weirder than our own. The characters were all known, so there should not have been any surprises there either.What I liked was the unleashing of Wanda Maximoff aka the Scarlet Witch (Elizabeth Olsen). I thought that Wanda had been underused and understated since her introduction. The Scarlet Witch is extremely powerful. In a comic series titled ""The House of M"" she established her own reality that affected everybody (explored in ""Wandavision""). In another story arc she said, ""No more mutants"" and wiped out all but like 98 mutants. THAT Wanda is what I'd been waiting to see and I finally got the chance. She was unstoppable in DS2, regardless of the universe, and I love seeing awesome nemeses oppose the superhero.As for Doctor Strange's cause, saving America Chavez (Xochitl Gomez), to me it was just a means to an end. America had the power to open a portal to any universe, a power Wanda wanted for herself. If America was simply a puppy Wanda wanted bad enough to kill for I think the movie would've been just as good. The point is that Wanda snapped and there was no reasoning with her so Doctor Strange had to find other means to defeat her and I was all for that.",1,1,view_and_review,https://www.imdb.com/user/ur3670492/?ref_=tturv_usr_19_t,13-Sep-22,7,/10,
https://www.imdb.com/review/rw8121624/?ref_=tturv_perm_20,"I was hoping for something as good as Spider-Man: No Way Home, it was closer to Morbius.","Doctor Strange in the Multiverse of Madness (2022) is a movie my wife and I caught last night in theatres. The storyline focuses on Wanda Vision who has lost her husband and dreams of having children. She decides to bend the multiverse and head to a world where she can be the mother she dreams of...but she needs a little girl's power to make it happen. A little girl has the ability to go anywhere in the multiverse she wants but doesn't know how to control her powers. Dr. Strange comes to the girl's aid to try and save her from Wanda Vision.This movie is directed by Sam Raimi (Evil Dead) and stars Benedict Cumberbatch (Star Trek: Into the Darkness), Elizabeth Olsen (Wind River), Rachel McAdams (The Notebook), Chiwetel Ejiofor (12 Years a Slave) and Benedict Wong (Annihilation).The storyline for this had a lot of potential and some fantastic characters and cameos. I even liked how Sam Raimi Raimi'd the end of this movie. The film does feel like it is missing something the entire movie though that prevents it from reaching its potential. There is a tremendous darkness and hopelessness that hangs over this movie and also some great kills. The settings, special effects and use of magic is pretty good. Olsen was a tremendous Scarlett Witch and as she got darker throughout the movie...so did the movie.Going in I was hoping for something as good as Spider-Man: No Way Home, it was closer to Morbius. I would score this a 7/10 and recommend watching it once.",100,92,kevin_robbins,https://www.imdb.com/user/ur131783850/?ref_=tturv_usr_20_t,6-May-22,7,/10,
https://www.imdb.com/review/rw8623576/?ref_=tturv_perm_21,"Super-Hero Horror...Disney Let's Raimi Go & He's Gone & Done It...This-Side of an ""R""","The Horror Shtick that Raimi Unleashes in this Version of the Marvel-Disney Universe is Pure ""Raimi"" that Side-Steps the ""R"" No-No.But Only Because of the Lack of ""Blood"". There's Plenty of Rotten Rotting Flesh, Action-Violence that Could Draw an ""R"" if there was Any Blood-Letting...There is Not.But the Aforementioned Raimi-Signature of His Pre-""Spider-Man"" Films is Ever Present, after the 1st Act, and that Must have Made the ""Disney-Suits"" Wet Themselves with Worry.Alas, it was Let-Go and Raimi's Vision is Almost Intact, Almost.It is Not in Great Coherence with the Overload and that Means OVER-LOAD of CGI that Constitutes the Demand of the Title...MULTIVERSE MADNESS...That is Plentiful to a Fault.Especially the Computer Artists Drowning the Screen in RED and its Variation that Becomes so Over-Used as to be an Eye-Sore-Bore.Aside from that Pick-Apart, the Other Things in the Film are Mostly the Expected MCU Tropes.The Comic-Book Extravagance of Painting the Unimaginable to Fit the Imagination of the Many Fan-Boys and Fan-Girls that have Made ""Comics"" One of the Most Enduring and Endearing Pop-Art of the 20 and 21st Century that it Was and Is.That is the Juggernaut that Got Us to Where We Are Today. The Joy and Propulsion of the Young and the Young at Heart.Raimi and Crew have Pulled-Back Slightly on the Sometimes Overwhelming of the ""Disney"" Family-Friendly Template Here. Some Still but Only Sprinkled Throughout this Refreshing Curve-Ball from ""Disney"" and its MCU.It is Full of ""Audiences On Their Feet"" Cameos, Non-Stop Snark, and One-Liners.Overall, Not as Brilliant, Deep or as Good as ""Doctor Strange"" (2006), but Enough of a Slight Directional Change to Make it a Great Escapist Journey to a Multiverse Through ""Infinity and Beyond"".Just Like a Comic-Book.",5,2,LeonLouisRicci,https://www.imdb.com/user/ur33374263/?ref_=tturv_usr_21_t,20-Oct-22,7,/10,
https://www.imdb.com/review/rw8343690/?ref_=tturv_perm_22,Not the greatest superhero movies.,"I can't say this was my favorite of superhero movies. I did enjoy the first Doctor Strange but with this one I had some problems, like trying to stay awake even though there is plenty of action. The plot was just not that great. Some CGI's were really good, and some others were mediocre, looked like a videogame sometimes, or just had way too bright colors to make it slightly believable. Way too many characters also, you can't handle that much susperhero characters in one story, it just becomes a bit boring after awhile. Plus I've never been a fan of Benedict Cumberbatch. To me he absolutely doesn't fit the profile to play a superhero, plus I find him boring. I'll never become a Cumberbitch and I wonder what people see in him that is so fantastic. That said, I watched the movie, like I do with all other Marvel and/or DC Comics movies but this one wasn't that great. I won't be watching it again in the future.",1,3,deloudelouvain,https://www.imdb.com/user/ur58525162/?ref_=tturv_usr_22_t,17-Jul-22,6,/10,
https://www.imdb.com/review/rw8126003/?ref_=tturv_perm_23,Not quite what I expected,,51,34,neil-476,https://www.imdb.com/user/ur7813355/?ref_=tturv_usr_23_t,8-May-22,7,/10,Spoiler
https://www.imdb.com/review/rw8139230/?ref_=tturv_perm_24,Raimi delivers the dark goods with Cumberbatch back as Doc,"DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS (2022) *** Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong, Xochiti Gomez, Rachel McAdams, Patrick Stewart. (Cameo: Bruce Campbell)
The MCU continues to explore alternate realities with this trippy, wild-ride action packed sci-fi mind bender with Cumberbatch back as the persnickity Doc out to protect newcomer America Chavez (Gomez) whose ability to propel herself into the aforementioned universes catches the eye of the grieving Wanda Maximoff, The Scarlett Witch (Olsen having a field day emotionally) hellbent in reuniting with her pre-conceived family. Filmmaker Sam Raimi returns to the studio full-fledgedly at his creative peak with some amazing visuals, impressive camera work by John Mathieson and also another welcome return to form in Danny Elfman's propulsive soundtrack. Darker and more sinister in tone (yes please) the film only wobbles in the at point overwrought theme of family matters. See it in IMAX - by all means for a true visual extravaganza.",9,16,george.schmidt,https://www.imdb.com/user/ur0937743/?ref_=tturv_usr_24_t,13-May-22,8,/10,
https://www.imdb.com/review/rw8136155/?ref_=tturv_perm_25,"""You break the rules,and become a hero. I do it and I become the enemy.""",,8,16,morrison-dylan-fan,https://www.imdb.com/user/ur5424352/?ref_=tturv_usr_25_t,12-May-22,7,/10,Spoiler
https://www.imdb.com/review/rw8318231/?ref_=tturv_perm_26,Doctor Strange in the Marvelverse of Mehness.,"There's something off about pretty much every aspect of 'Doctor Strange in the Multiverse of Madness (2022)'. In fact, it doesn't even feel like a film. Nobody seems as though they're in the same room, several of the actors clearly don't want to be there, the editing is often bizarrely choppy, the story is all over the place (and usually feels more like an excuse to include various cameos, callbacks and sequel teases than an actual narrative), the attempts at character development are superficial, and - despite some compellingly creepy and gooey imagery - the visuals often look like something straight out of 'The Adventures of Sharkboy and Lavagirl 3-D (2004)'. A lot of the movie amounts to blatant exposition, most of which is only relevant to previous or upcoming films, and this stuff is pretty much always genuinely boring. When things do kick into gear, the action is generally disjointed and floaty. The most satisfying moments occur when a couple of characters go hand-to-hand, likely because you can tell that two people were actually in the same room at the time of filming, but most of what's supposed to be exciting simply falls flat. That's largely due to the fact that the characters are all so dull that it's hard to care about any of them. There are attempts at creating depth here and there, but these feel so tacked-on that the majority aren't even thematically relevant and their eventual conclusions inspire nothing more than a sigh. Benedicts Cumberbatch and Wong are as enjoyable as ever under the circumstances, while Elizabeth Olsen does her best with material that by-and-large butchers her character. Almost all of the fewer-than-anticipated cameos amount to throwaway gags performed by people who sound like they read their lines for the first time just moments before the camera started rolling and, in some cases, aren't even wearing an actual costume (this parody is legitimately better than the cameos it's based on). The best walk-on part is that of an old friend of the Raimi family and even that's a total non sequitur that's only enjoyable due to its blatant absurdity. Apparently, the story was in constant flux (no surprise given the picture's heavily-reported reshoots) and the ending was figured out halfway through production. In all honesty, it shows; this flick is one heck of a mess. I mean, this review is more structured and it's little more than an agitated ramble. Though Raimi manages to sneak in some enjoyable direction every once in a while, the majority of the piece is bland and intangible. Plus, outside of a brief montage showcasing a variety of increasingly ludicrous - and therefore interesting - universes, the picture takes place in the most basic alternate realities imaginable, completely wasting its premise in the process. The movie's enigmatically schlocky title totally oversells the actual affair, as there's very little madness to this particular multiverse. Really, the experience is totally outshone by 'Spider-Man: Into The Spider-Verse (2018)', in terms of both visuals and narrative. Heck, even 'Spider-Man: No Way Home (2021)', a feature that suffers from some of the same problems as this, blows it out of the water, primarily because it remembers to attach actual characters to its cameos and ensures that even its most surface-level references are enjoyable to some degree. I feel a bit sorry for Raimi, actually; he swapped the studio meddling of Sony for the studio stifling of Marvel. Given the chance, I'm fairly confident he could come up with a weird and wonderful take on the eponymous character and his escapades through an infinite amount of alternate realities. Marvel still isn't letting their directors do their own thing, though. No matter how hard they try to hide it, there's no mistaking the calculated hand of Kevin Feige pulling the strings. As I mentioned up top, 'Doctor Strange in the Multiverse of Madness (2022)' doesn't even feel like a real film. Instead, it plays like a checklist of things nobody asked for. It admittedly gets more entertaining as it goes along and there are a handful of sequences which are appropriately Raimi-esque. These scenes, which mostly deal in horror-infused action, can be fairly fun (notably those towards the end of the affair). Plus, the lead actors lend credence to the generally weak (and occasionally terrible) screenplay. However, the film's all-too-brief best moments are still hampered by some seriously iffy editing and the fact that the narrative typically fails to do anything even remotely engaging. Also, like in the similarly disappointing 'Eternals (2021)', the insipid post-credits scenes are blatant parodies of themselves. The whole thing just stinks of wasted potential, really. Surely there's a much better version of this somewhere in the multiverse of our own, but sadly we'll never get to see it.",10,9,Pjtaylor-96-138044,https://www.imdb.com/user/ur26820801/?ref_=tturv_usr_26_t,9-Jul-22,5,/10,
https://www.imdb.com/review/rw8422211/?ref_=tturv_perm_27,Stranger Things,"I've said before that I've not really followed the Marvel Cinematic Universe at all, really just dipping in and out of selected titles without any thoughts about how one movie might cross over with another in the one continuing over-arcing narrative. But I was intrigued by the Doctor Strange character having recently read some of the early comics, lately watched the first movie and basically just being a fan of anything to do with the mystical arts. Coincidentally though I had also just recently watched the *Wanda-Vision"" TV series which introduced me to Elizabeth Olsen's Scarlet Witch character who features very prominently here.If, like me then, you're not completely or even partially au-fait with all the characters and situations either in recent Marvel comics or Marvel movies, this one apparently also follows on from the ""Far From Home"" Spider-Man movie which I haven't seen.It certainly starts with a splash as we see Benedict Cumberbatch's Doctor Strange accompanied by a young female companion played by Xochitl Gomez who goes by the name of America Chavez, whose full significance to the plot will emerge later, fight a titanic battle on the edge of the universe and just when they seem to be losing, escape via a portal the girl creates, to a different universe which happens to be ours in the here and now.It turns out that the young girl's portal-hopping power is desired by the Scarlet Witch so that she can find a universe where she can reunite with her two infant children who she knows are out there somewhere in an alternative world.And that's pretty much the narrative in a nutshell as we see an increasingly paranoid Wanda the Witch use any means necessary to try and prise the girl away from Strange's protection. This perpetual chase leads eventually to a fantastical other-wordly castle high atop a sheer mountain peak, where she, Strange, America and Sorcerer Supreme (Benjamin) Wong fight a frenzied final battle which is only resolved when the Witch has to endure a chastening ""careful what you wish for"" moment.Like I said, I don't know enough to join the dots of everything I saw here but I get that true fans would have savoured the cameo appearances, if not the fates, of other characters like Reed Richards, whose appearance triggers the movie's funniest line by Strange and a rather frail Dr X played of course by Patrick Stewart. Talking of which, this was pretty much negated by the odd, misfiring ""No expletive deleted, genius"" intended in-joke line which Strange utters, in apparent denial of Cumberbatch's breakthrough TV role.The movie though is undoubtedly about the SFX which are as wonderful and imaginative as ever. The epic settings, the fight sequences and especially all that kaleidoscopic, scene-shifting action some of it in a decidedly wonky New York City are all eye-poppingly good.So don't try to hard to engage with the intricacies of the plot, don't go looking for deep characterisation, just run down the chase to its end and appreciate all the set-pieces along the way.And yes, the adventure doesn't stop here, as the inter-end-titles epilogues make clear...",2,2,Lejink,https://www.imdb.com/user/ur15298231/?ref_=tturv_usr_27_t,10-Aug-22,7,/10,
https://www.imdb.com/review/rw9160967/?ref_=tturv_perm_28,Very good...,"After the events of Avengers: Endgame, Doctor Strange continues his research with the Time Stone. But an old friend turned enemy puts an end to his plans and causes Doctor Strange to unleash unspeakable evil.Taking advantage of the wave of success of the WandaVision series, and the opportunity of its multiverse, it allied with the multiverse of Doctor Strange, making Vanda vision the great villain, although justified, after all, a mother is capable of anything for her children, whether they are real or not. No, very good... Okay... I loved the meeting of the Illuminati with the presence of our illustrious Professor Xavier... ""Dreams are windows into the lives of our multiversal versions"" somewhere our dreams and nightmares are real... .",5,4,RosanaBotafogo,https://www.imdb.com/user/ur82872124/?ref_=tturv_usr_28_t,2-Jul-23,8,/10,
